Source Country,Name,Field Of Influence,Generation,Influence,Description
Germany,Rande Gerber,Arts/Entertainment,Second Generation or Higher,37187,Rande Gerber  is an American entertainment industry businessman and former model
Germany,Patrizia von Brandenstein,Arts/Entertainment,Second Generation or Higher,37134,Patrizia von Brandenstein  is an American production designer
Germany,George Waldbott,Academia/Science,First Generation,37092,
Germany,John Hummel,Sports,Second Generation or Higher,36983,"John Edwin Hummel  born in Bloomsburg, Pennsylvania, was a Utility player for the Brooklyn Superbas/Brooklyn Dodgers/Brooklyn Robins  and New York Yankees "
Germany,Bruno Frank,Literature,Second Generation or Higher,36980,"Bruno Frank  was a German author, poet, dramatist, and humanist"
Germany,Barbara Heck,Religion,Second Generation or Higher,36953,"Barbara Heck  was an early American Methodist, known as the _mother of American Methodism"
Germany,Help,Other,Second Generation or Higher,36910,Help is any form of assisting
Germany,Berry Kroeger,Arts/Entertainment,Second Generation or Higher,36801,"Berry Kroeger  was an American film, television, and stage actor"
Germany,Benjamin Kurtz Miller,Other,Second Generation or Higher,36735,The Benjamin K  Miller Collection is a unique collection of stamps and other philatelic materials donated to The New York Public Library in 1925 by Milwaukee attorney Benjamin Kurtz Miller 
Germany,Fred Heimach,Sports,Second Generation or Higher,36646,"Frederick Amos Heimach  born in Camden, New Jersey, was a Major League Baseball pitcher for the Philadelphia Athletics , Boston Red Sox , New York Yankees  and Brooklyn Robins/Brooklyn Dodgers "
Germany,Otto Boehler,Military,Second Generation or Higher,36574,Otto A  Boehler  was a United States Army private who received the Medal of Honor for actions during the Philippine
Germany,Peter Gusenberg,Other,Second Generation or Higher,36431,
Germany,George E. Sangmeister,Government,Second Generation or Higher,36389,George Edward Sangmeister  was a member of the United States House of Representatives
Germany,William Paul Gerhard,Academia/Science,First Generation,36387,William Paul Gerhard  was a United States sanitary engineer
Germany,Henry F. Urban,Literature,Second Generation or Higher,36274,"Henry F  Urban  was a German American journalist, author, and playwright"
Germany,Tom Loeffler,Government,Second Generation or Higher,36252,Thomas Gilbert  Loeffler  is a Republican former member of the United States House of Representatives from central Texas
Germany,Clem Sohn,Military,Second Generation or Higher,36150,"Clements Joseph Sohn  was an American airshow dare-devil in the 1930s from Fowler, Michigan, USA"
Germany,Josef Sommer,Arts/Entertainment,First Generation,36125,Josef Sommer  is a German-American stage and film actor
Germany,Lewis Wetzel,Military,Second Generation or Higher,36071,Lewis Wetzel  was a frontiersman and Indian fighter who roamed the hills of western Virginia and Ohio
Germany,Valentin Blatz,Other,Second Generation or Higher,35928,Valentin Blatz  was a German-American brewer and banker
Germany,Harry Sauthoff,Government,Second Generation or Higher,35886,
Germany,Adolph Strauch,Arts/Entertainment,Second Generation or Higher,35878,"Adolph Strauch  was a renowned landscape architect born in Silesia, Prussia, known particularly for his layout designs of cemeteries like Spring Grove Cemetery in Cincinnati, Ohio and Graceland Cemetery in Chicago, Illinois"
Germany,Les Mueller,Sports,Second Generation or Higher,35834,Leslie Clyde Mueller  was a right-handed pitcher in Major League Baseball who played for the Detroit Tigers in 1941 and 1945
Germany,Alfred Lion,Business/Technology,First Generation,35779,Alfred Lion  was a Jewish German-born American record executive who co-founded Blue Note Records in 1939
Germany,Daniel Ortmeier,Sports,Second Generation or Higher,35775,Daniel David Ortmeier  is a former Major League Baseball outfielder and first baseman
Germany,Edgar J. Kaufmann,Business/Technology,Second Generation or Higher,35595,Edgar J  Kaufmann  was a prominent Jewish German-American businessman and philanthropist
Germany,Nicholas C. Forstmann,Business/Technology,Second Generation or Higher,35526,"Nicholas C  ""Nick"" Forstmann  was one of the founding partners of Forstmann Little &amp; Company, a private equity firm"
Germany,Gene Garber,Sports,Second Generation or Higher,35409,Henry Eugene Garber  is a former sidearm relief pitcher in Major League Baseball
Germany,Christian Schwartz,Arts/Entertainment,Second Generation or Higher,35331,Christian Schwartz  is an American type designer
Germany,Peter Douglas,Arts/Entertainment,First Generation,35187,"Peter Vincent Douglas  is an American television and film producer, a son of actor Kirk Douglas and his second wife, the German American producer Anne Buydens"
Germany,Sara Studebaker,Sports,Second Generation or Higher,35069,Sara Studebaker  is a retired biathlete from the United States who competed on the World Cup circuit from 2009 to 2014
Germany,Ferdinand E. Volz,Government,Second Generation or Higher,35056,"Ferdinand E  Volz , served as Mayor of Pittsburgh from 1854 to 1856"
Germany,David Alter,Academia/Science,Second Generation or Higher,34929,David Alter  was a prominent American inventor and scientist of the 19th century
Germany,Arnold Hauser,Sports,Second Generation or Higher,34878,"Arnold George ""Peewee"" Hauser  was a German American shortstop in Major League Baseball"
Germany,Frederick Traugott Pursh,Academia/Science,Second Generation or Higher,34698,Frederick Traugott Pursh   was a German
Germany,Duncan Niederauer,Other,Second Generation or Higher,34524,Duncan L  Niederauer is an American businessman
Germany,Frederick G. Scheibler,Arts/Entertainment,Second Generation or Higher,34504,"Frederick G  Scheibler, Jr"
Germany,Otto Soglow,Arts/Entertainment,Second Generation or Higher,34464,Otto Soglow  was an American cartoonist best known for his comic strip The Little King
Germany,Herman Weiss,Other,Second Generation or Higher,34405,Herman Weiss was a Prussian born brewmaster
Germany,William Rittenhouse,Business/Technology,First Generation,34394,William Rittenhouse  is the first person recorded as having made paper in North America
Germany,John Christian Kunkel,Government,Second Generation or Higher,34369,John Christian Kunkel  was a Whig and Republican member of the U
Germany,Charles Pfizer,Business/Technology,Second Generation or Higher,34342,"Charles Pfizer  was a German chemist who migrated to the United States in the early 1840s and founded, with his cousin Charles F"
Germany,William Q. Dallmeyer,Government,Second Generation or Higher,34328,William Quintillis Dallmeyer  was a German-born Missouri politician
Germany,Hermann Irving Schlesinger,Academia/Science,Second Generation or Higher,34312,"Hermann Irving Schlesinger  was an American inorganic chemist, working in boron chemistry"
Germany,August Duesenberg,Business/Technology,Second Generation or Higher,34109,August Samuel Duesenberg  was a German-American automobile pioneer manufacturer
Germany,Fritz Buelow,Sports,Second Generation or Higher,34087,"Frederick William Alexander ""Fritz"" Buelow  was a catcher in Major League Baseball"
Germany,Howie Koplitz,Sports,Second Generation or Higher,34037,Howard Dean Koplitz  was a pitcher in Major League Baseball pitcher
Germany,Dietrich Albrecht,Sports,Second Generation or Higher,33771,Dietrich Albrecht is a retired American soccer player
Germany,Lynne Koplitz,Arts/Entertainment,Second Generation or Higher,33699,Lynne Koplitz  is an American stand-up comedian and actress
Germany,Henry Lomb,Business/Technology,First Generation,33684,"Henry Lomb November 24, 1828 "
Germany,Doug Reinhardt,Other,Second Generation or Higher,33579,"Douglas Francis Reinhardt  is an American baseball player, sports agent, and television personality"
Germany,Steven Fischer,Arts/Entertainment,Second Generation or Higher,33578,Steven Thomas Fischer  is an American film director and producer
Germany,Joe Benz,Sports,Second Generation or Higher,33560,Joseph Louis Benz  was a pitcher in Major League Baseball from 1911 to 1919
Germany,Gerhard Gesell,Other,Second Generation or Higher,33402,Gerhard Alden Gesell  was a United States federal judge
Germany,Henry Burk,Government,First Generation,33384,Henry Burk  was a Republican member of the U
Germany,Martin Ebon,Literature,Second Generation or Higher,33177,Martin Ebon  was a German American author of non-fiction books from the paranormal to politics
Germany,Richard Henzel,Arts/Entertainment,Second Generation or Higher,33176,"Richard Henzel  is a Chicago-based stage, film, TV, and voice-over actor"
Germany,Blackie Schwamb,Sports,Second Generation or Higher,33163,"Ralph Richard ""Blackie"" Schwamb , was an American professional baseball player of German descent"
Germany,Otto Schaden,Academia/Science,Second Generation or Higher,33115,Otto John Schaden is an American Egyptologist
Germany,Sam Warburg,Sports,Second Generation or Higher,33104,Sam Warburg  is a retired American male tennis player
Germany,Theodor August Heintzman,Business/Technology,First Generation,32978,"Theodor August Heintzman   was a German-born Canadian piano manufacturer  and inventor, best known for founding the piano company which still bears his name"
Germany,Chuck Machemehl,Sports,Second Generation or Higher,32849,Charles Walter Machemehl  is an American former Major League Baseball pitcher
Germany,Otto Eckstein,Academia/Science,First Generation,32773,"Otto Eckstein  was a German-born economist at Harvard University, member of the President's Council of Economic Advisers from 1964 to 1966), and co-founder of Data Resources Inc"
Germany,George DiCaprio,Literature,First Generation,32590,"George Paul DiCaprio  is an American comic book writer, editor and major West Coast underground comic book distributor"
Germany,Frederick Schaefer,Other,Second Generation or Higher,32531,Frederick Schaefer was a German revolutionary and Union Army colonel during the American Civil War
Germany,Holger Henke,Academia/Science,First Generation,32524,"Holger Wilhelm Henke  is a political scientist and works as Associate Vice President for Academic Affairs at Kean University, leading the newly developing campus in Wenzhou, China"
Germany,Adolph Rickenbacher,Business/Technology,Second Generation or Higher,32491,Adolph Rickenbacker  was a Swiss-American who co-founded the Rickenbacker guitar company along with George Beauchamp and Paul Barth
Germany,Donald J. Kessler,Academia/Science,Second Generation or Higher,32483,Donald J  Kessler is an American astrophysicist and former NASA scientist known for his studies regarding space debris
